strategy,ticker,name,entry_date,exit_date,entry_price,exit_price,pnl_pct,exit_reason,hold_days
C_갭모멘텀,007660,이수페타시스,2023-01-31,2023-01-31,7264.0,7681.0,5.471,TP,0
C_갭모멘텀,007660,이수페타시스,2023-05-22,2023-05-22,10075.0,10653.0,5.471,TP,0
C_갭모멘텀,007660,이수페타시스,2023-05-26,2023-05-30,12895.0,13635.0,5.471,TP,4
C_갭모멘텀,007660,이수페타시스,2023-07-17,2023-07-18,36226.0,38304.0,5.471,TP,1
C_갭모멘텀,007660,이수페타시스,2023-11-16,2023-11-20,30342.0,29358.0,-3.484,SL,4
C_갭모멘텀,007660,이수페타시스,2024-01-23,2024-01-23,33065.0,31993.0,-3.484,SL,0
C_갭모멘텀,007660,이수페타시스,2024-05-17,2024-05-17,49209.0,47613.0,-3.484,SL,0
C_갭모멘텀,007660,이수페타시스,2024-06-14,2024-06-14,50084.0,48460.0,-3.484,SL,0
C_갭모멘텀,007660,이수페타시스,2024-10-16,2024-10-16,39775.0,42056.0,5.471,TP,0
C_갭모멘텀,007660,이수페타시스,2024-12-04,2024-12-04,25673.0,24841.0,-3.484,SL,0
C_갭모멘텀,000100,유한양행,2024-03-12,2024-03-14,77300.0,74793.0,-3.484,SL,2
C_갭모멘텀,000100,유한양행,2024-08-27,2024-08-28,111700.0,118106.0,5.471,TP,1
C_갭모멘텀,087010,펩트론,2023-07-20,2023-07-20,25923.0,25082.0,-3.484,SL,0
C_갭모멘텀,087010,펩트론,2023-08-10,2023-08-10,33676.0,32584.0,-3.484,SL,0
C_갭모멘텀,087010,펩트론,2023-09-11,2023-09-11,39346.0,41602.0,5.471,TP,0
C_갭모멘텀,087010,펩트론,2023-11-08,2023-11-08,30333.0,32073.0,5.471,TP,0
C_갭모멘텀,087010,펩트론,2024-05-03,2024-05-08,29461.0,29696.0,0.546,EXPIRE,5
C_갭모멘텀,087010,펩트론,2024-10-10,2024-10-10,63500.0,61441.0,-3.484,SL,0
C_갭모멘텀,087010,펩트론,2024-10-17,2024-10-17,98300.0,103937.0,5.471,TP,0
C_갭모멘텀,128940,한미약품,2021-12-08,2021-12-10,261340.0,264196.0,0.841,EXPIRE,2
C_갭모멘텀,128940,한미약품,2023-08-10,2023-08-14,319358.0,313841.0,-1.972,EXPIRE,4
C_갭모멘텀,028300,HLB,2021-02-02,2021-02-03,43286.0,41882.0,-3.484,SL,1
C_갭모멘텀,028300,HLB,2022-05-16,2022-05-16,40362.0,39053.0,-3.484,SL,0
C_갭모멘텀,028300,HLB,2022-05-19,2022-05-19,44488.0,43045.0,-3.484,SL,0
C_갭모멘텀,028300,HLB,2022-09-13,2022-09-13,49332.0,47732.0,-3.484,SL,0
C_갭모멘텀,028300,HLB,2023-02-21,2023-02-21,36339.0,35161.0,-3.484,SL,0
C_갭모멘텀,028300,HLB,2023-11-07,2023-11-07,33400.0,32317.0,-3.484,SL,0
C_갭모멘텀,028300,HLB,2024-07-04,2024-07-04,78400.0,75858.0,-3.484,SL,0
C_갭모멘텀,267270,HD건설기계,2022-07-06,2022-07-06,44400.0,42960.0,-3.484,SL,0
C_갭모멘텀,267270,HD건설기계,2023-06-07,2023-06-07,64200.0,62118.0,-3.484,SL,0
C_갭모멘텀,267270,HD건설기계,2023-09-19,2023-09-21,79300.0,76729.0,-3.484,SL,2
C_갭모멘텀,267270,HD건설기계,2024-02-06,2024-02-06,55900.0,54087.0,-3.484,SL,0
C_갭모멘텀,161390,한국타이어앤테크놀로지,2021-02-09,2021-02-15,49250.0,47653.0,-3.484,SL,6
C_갭모멘텀,161390,한국타이어앤테크놀로지,2022-08-04,2022-08-08,38550.0,38714.0,0.175,EXPIRE,4
C_갭모멘텀,161390,한국타이어앤테크놀로지,2023-02-06,2023-02-08,36250.0,37219.0,2.418,EXPIRE,2
C_갭모멘텀,161390,한국타이어앤테크놀로지,2023-11-03,2023-11-03,42000.0,40638.0,-3.484,SL,0
C_갭모멘텀,377300,카카오페이,2022-11-14,2022-11-14,59500.0,62912.0,5.471,TP,0
C_갭모멘텀,377300,카카오페이,2023-11-07,2023-11-07,43950.0,42525.0,-3.484,SL,0
C_갭모멘텀,009830,한화솔루션,2022-07-29,2022-08-02,53709.0,54827.0,1.826,EXPIRE,4
C_갭모멘텀,009830,한화솔루션,2023-11-02,2023-11-02,30300.0,29317.0,-3.484,SL,0
C_갭모멘텀,009830,한화솔루션,2023-11-16,2023-11-16,33500.0,32414.0,-3.484,SL,0
C_갭모멘텀,009830,한화솔루션,2023-12-18,2023-12-18,35500.0,34349.0,-3.484,SL,0
C_갭모멘텀,009830,한화솔루션,2023-12-21,2023-12-21,36700.0,38805.0,5.471,TP,0
C_갭모멘텀,009830,한화솔루션,2024-05-08,2024-05-10,28250.0,28699.0,1.337,EXPIRE,2
C_갭모멘텀,009830,한화솔루션,2024-05-24,2024-05-24,31700.0,30672.0,-3.484,SL,0
C_갭모멘텀,009830,한화솔루션,2024-05-28,2024-05-28,34150.0,33043.0,-3.484,SL,0
C_갭모멘텀,009830,한화솔루션,2024-08-16,2024-08-19,28500.0,27576.0,-3.484,SL,3
C_갭모멘텀,052690,한전기술,2021-10-26,2021-10-28,72100.0,69762.0,-3.484,SL,2
C_갭모멘텀,052690,한전기술,2021-11-05,2021-11-05,87600.0,84759.0,-3.484,SL,0
C_갭모멘텀,052690,한전기술,2022-03-04,2022-03-04,92600.0,89597.0,-3.484,SL,0
C_갭모멘텀,052690,한전기술,2022-10-21,2022-10-21,55200.0,53410.0,-3.484,SL,0
C_갭모멘텀,052690,한전기술,2022-11-02,2022-11-02,63000.0,60957.0,-3.484,SL,0
C_갭모멘텀,052690,한전기술,2023-03-10,2023-03-13,71900.0,69569.0,-3.484,SL,3
C_갭모멘텀,052690,한전기술,2023-04-18,2023-04-18,84300.0,81566.0,-3.484,SL,0
C_갭모멘텀,241560,두산밥캣,2021-02-10,2021-02-15,34000.0,35950.0,5.471,TP,5
C_갭모멘텀,241560,두산밥캣,2021-11-10,2021-11-11,44300.0,42864.0,-3.484,SL,1
C_갭모멘텀,241560,두산밥캣,2023-04-28,2023-05-02,51300.0,49637.0,-3.484,SL,4
C_갭모멘텀,066970,엘앤에프,2021-02-04,2021-02-08,81366.0,78728.0,-3.484,SL,4
C_갭모멘텀,066970,엘앤에프,2021-04-13,2021-04-13,92330.0,89336.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2021-07-14,2021-07-14,110500.0,116837.0,5.471,TP,0
C_갭모멘텀,066970,엘앤에프,2021-09-27,2021-09-28,191900.0,185677.0,-3.484,SL,1
C_갭모멘텀,066970,엘앤에프,2023-02-15,2023-02-15,251000.0,242861.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2023-03-02,2023-03-02,269000.0,260277.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2023-03-28,2023-03-28,295500.0,285918.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2023-11-07,2023-11-07,178000.0,172228.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2023-12-05,2023-12-05,185900.0,179872.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2024-07-04,2024-07-04,151700.0,146781.0,-3.484,SL,0
C_갭모멘텀,066970,엘앤에프,2024-10-08,2024-10-10,118600.0,114754.0,-3.484,SL,2
C_갭모멘텀,310210,보로노이,2023-08-14,2023-08-14,72924.0,70559.0,-3.484,SL,0
C_갭모멘텀,310210,보로노이,2023-10-24,2023-10-24,34000.0,32898.0,-3.484,SL,0
C_갭모멘텀,310210,보로노이,2024-06-24,2024-06-24,51000.0,49346.0,-3.484,SL,0
C_갭모멘텀,310210,보로노이,2024-08-27,2024-08-27,87200.0,84372.0,-3.484,SL,0
C_갭모멘텀,001040,CJ,2024-08-19,2024-08-19,130900.0,126655.0,-3.484,SL,0
C_갭모멘텀,005385,현대차우,2023-04-27,2023-05-02,107900.0,108121.0,-0.046,EXPIRE,5
C_갭모멘텀,034220,LG디스플레이,2022-10-06,2022-10-07,12477.0,13193.0,5.471,TP,1
C_갭모멘텀,034220,LG디스플레이,2023-04-14,2023-04-14,15647.0,15140.0,-3.484,SL,0
C_갭모멘텀,034220,LG디스플레이,2023-11-07,2023-11-08,12773.0,12359.0,-3.484,SL,1
C_갭모멘텀,001440,대한전선,2021-06-01,2021-06-01,18195.0,17605.0,-3.484,SL,0
C_갭모멘텀,001440,대한전선,2021-06-04,2021-06-04,22473.0,23762.0,5.471,TP,0
C_갭모멘텀,001440,대한전선,2021-06-08,2021-06-08,36781.0,35588.0,-3.484,SL,0
C_갭모멘텀,001440,대한전선,2023-11-07,2023-11-07,11318.0,10951.0,-3.484,SL,0
